formatted_text
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Black, Usage: nan."
"A Women Apparel item. Type: Briefs, Color: Cream, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Lavender, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Briefs, Color: Purple, Usage: Casual."
"A Men Apparel item. Type: Suspenders, Color: Brown, Usage: Formal."
"A Men Footwear item. Type: Flip Flops, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Sweaters, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: Navy Blue, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Purple, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Watches, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Mustard, Usage: Ethnic."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Orange, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Girls Footwear item. Type: Sandals, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Women Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Green, Usage: Casual."
"A Girls Apparel item. Type: Tops, Color: Peach, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Maroon, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Red, Usage: Ethnic."
"A Women Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Navy Blue, Usage: Ethnic."
"A Men Personal Care item. Type: Deodorant, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Gold, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Bangle, Color: Green, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Green, Usage: Casual."
"A Men Accessories item. Type: Ties, Color: Blue, Usage: Casual."
"A Girls Accessories item. Type: Caps, Color: Blue, Usage: Sports."
"A Boys Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Silver, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Sports."
"A Unisex Footwear item. Type: Sandals, Color: White, Usage: Casual."
"A Men Accessories item. Type: Cufflinks, Color: Brown, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Night suits, Color: Mustard, Usage: Casual."
"A Men Apparel item. Type: Suspenders, Color: Purple, Usage: Formal."
"A Men Accessories item. Type: Belts, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Blue, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Blue, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Accessories item. Type: Socks, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Black, Usage: Ethnic."
"A Men Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Unisex Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Boys Footwear item. Type: Casual Shoes, Color: Blue, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Unisex Footwear item. Type: Flip Flops, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Scarves, Color: Grey, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Copper, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Mobile Pouch, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Apparel item. Type: Kurtis, Color: Blue, Usage: Ethnic."
"A Women Apparel item. Type: Kurtas, Color: Cream, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Clutches, Color: Gold, Usage: Casual."
"A Unisex Accessories item. Type: Laptop Bag, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: White, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Lavender, Usage: Casual."
"A Boys Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Lip Gloss, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Women Accessories item. Type: Clutches, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Burgundy, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Sports."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Blue, Usage: Ethnic."
"A Women Footwear item. Type: Flip Flops, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Dupatta, Color: Green, Usage: Ethnic."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Trousers, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Sports."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Socks, Color: Pink, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Grey Melange, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Unisex Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Bronze, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Personal Care item. Type: Compact, Color: Skin, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Accessories item. Type: Backpacks, Color: Multi, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Track Pants, Color: Navy Blue, Usage: Sports."
"A Women Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Smart Casual."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Girls Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Briefs, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Teal, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Red, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Pink, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Orange, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Unisex Accessories item. Type: Messenger Bag, Color: Olive, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Pink, Usage: Sports."
"A Unisex Accessories item. Type: Backpacks, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Navy Blue, Usage: Sports."
"A Women Apparel item. Type: Bra, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Purple, Usage: Casual."
"A Men Apparel item. Type: Boxers, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Black, Usage: Sports."
"A Girls Apparel item. Type: Dresses, Color: Magenta, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Pink, Usage: Formal."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Ties, Color: Grey, Usage: Formal."
"A Men Apparel item. Type: Briefs, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Sweatshirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Pink, Usage: Casual."
"A Unisex Accessories item. Type: Laptop Bag, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Men Personal Care item. Type: Deodorant, Color: Brown, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Pink, Usage: nan."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Rose, Usage: nan."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Khaki, Usage: Casual."
"A Men Apparel item. Type: Jackets, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Maroon, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Khaki, Usage: Casual."
"A Men Apparel item. Type: Track Pants, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Sports."
"A Unisex Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: White, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: White, Usage: Casual."
"A Women Apparel item. Type: Nightdress, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Kurtis, Color: Mustard, Usage: Ethnic."
"A Women Accessories item. Type: Belts, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Maroon, Usage: Casual."
"A Girls Apparel item. Type: Dresses, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Beige, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Bangle, Color: Gold, Usage: Ethnic."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Free Items item. Type: Ties, Color: Red, Usage: Formal."
"A Unisex Accessories item. Type: Watches, Color: Purple, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Mauve, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Women Accessories item. Type: Ring, Color: Silver, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Navy Blue, Usage: Ethnic."
"A Women Apparel item. Type: Tshirts, Color: Maroon, Usage: Sports."
"A Women Apparel item. Type: Trousers, Color: Beige, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Jeggings, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Gold, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Yellow, Usage: Casual."
"A Women Footwear item. Type: Sports Sandals, Color: Grey, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Metallic, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Boys Apparel item. Type: Jeans, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Lipstick, Color: Maroon, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Bracelet, Color: Gold, Usage: Casual."
"A Women Apparel item. Type: Capris, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Trousers, Color: Grey, Usage: Formal."
"A Women Apparel item. Type: Kurtis, Color: Green, Usage: Ethnic."
"A Men Apparel item. Type: Sweatshirts, Color: Green, Usage: Sports."
"A Women Personal Care item. Type: Deodorant, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Wallets, Color: Bronze, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Fragrance Gift Set, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Trousers, Color: Black, Usage: Formal."
"A Men Personal Care item. Type: Deodorant, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Brown, Usage: Ethnic."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Unisex Accessories item. Type: Socks, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: White, Usage: Casual."
"A Unisex Accessories item. Type: Sunglasses, Color: Silver, Usage: Casual."
"A Women Apparel item. Type: Leggings, Color: Pink, Usage: Ethnic."
"A Women Accessories item. Type: Pendant, Color: Silver, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Sweaters, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Capris, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Navy Blue, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Multi, Usage: Casual."
"A Men Apparel item. Type: Night suits, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Sports."
"A Women Footwear item. Type: Flats, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Grey, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Mobile Pouch, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Sea Green, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Brown, Usage: Sports."
"A Men Apparel item. Type: Briefs, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Bracelet, Color: Cream, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Tan, Usage: Casual."
"A Men Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Yellow, Usage: Sports."
"A Unisex Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Accessories item. Type: Watches, Color: Pink, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Olive, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Personal Care item. Type: Kajal and Eyeliner, Color: Black, Usage: nan."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Purple, Usage: Casual."
"A Unisex Accessories item. Type: Socks, Color: White, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Nude, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Beige, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Red, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Belts, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Gold, Usage: Casual."
"A Women Accessories item. Type: Jewellery Set, Color: White, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Girls Footwear item. Type: Sandals, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Formal."
"A Men Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Tan, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Ethnic."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Accessories item. Type: Umbrellas, Color: Purple, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Cream, Usage: Casual."
"A Women Personal Care item. Type: Lip Liner, Color: Brown, Usage: Casual."
"A Girls Footwear item. Type: Flip Flops, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Ring, Color: Silver, Usage: Casual."
"A Men Apparel item. Type: Innerwear Vests, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Briefs, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Trunk, Color: White, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Purple, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Deodorant, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Kurtis, Color: Yellow, Usage: Ethnic."
"A Men Accessories item. Type: Caps, Color: Blue, Usage: Casual."
"A Girls Apparel item. Type: Jeans, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: White, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Briefs, Color: Maroon, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Yellow, Usage: Casual."
"A Women Accessories item. Type: Belts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Brown, Usage: Formal."
"A Men Accessories item. Type: Wallets, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Black, Usage: Ethnic."
"A Unisex Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
